,text,_score,_pvalue
1347,nắp,0.00026919930600437697,0.9869094605293677
968,lun,0.00026919930600437697,0.9869094605293677
1339,nút,0.00026919930600437697,0.9869094605293677
224,bàn_phím,0.00026919930600437697,0.9869094605293677
563,dùm,0.00026919930600437697,0.9869094605293677
859,khoẻ,0.00026919930600437697,0.9869094605293677
2208,đồng,0.00026919930600437697,0.9869094605293677
944,like,0.00026919930600437697,0.9869094605293677
1748,triệu,0.00026919930600437697,0.9869094605293677
1831,tính_năng,0.00026919930600437697,0.9869094605293677
880,khởi_động,0.00026919930600437697,0.9869094605293677
1220,ngon,0.0002810391606355247,0.9866247120833246
1892,tội,0.0005383986120087539,0.9814880120848152
916,kính,0.0008075979180131197,0.9773285548627065
1868,tận_tâm,0.0009241285879254459,0.9757484568938312
1864,tầm,0.0031964112595451173,0.954914169628676
1737,to,0.004474599909838846,0.9466673233496542
2195,đỉnh,0.006011936813244164,0.9381966123219105
2200,đọc,0.006011936813244164,0.9381966123219105
1657,thái_độ,0.006011936813244164,0.9381966123219105
443,cài_đặt,0.006011936813244164,0.9381966123219105
1953,vân,0.006011936813244164,0.9381966123219105
278,bền,0.00711696264215145,0.932768545652144
693,hi_vọng,0.01097100576208538,0.9165800825406822
769,hướng_dẫn,0.018035810439732385,0.8931673537936864
1190,mới_đầu,0.02040701325047095,0.886406185335497
1353,nổi,0.02040701325047095,0.886406185335497
499,cập_nhật,0.02040701325047095,0.886406185335497
823,in,0.02040701325047095,0.886406185335497
1465,quốc_tế,0.02040701325047095,0.886406185335497
1706,tin_cậy,0.02040701325047095,0.886406185335497
636,giải_quyết,0.02040701325047095,0.886406185335497
1832,tóm,0.02040701325047095,0.886406185335497
1408,phản_quang,0.02040701325047095,0.886406185335497
772,hạn,0.02040701325047095,0.886406185335497
1060,mic,0.02040701325047095,0.886406185335497
1327,ntn,0.02040701325047095,0.886406185335497
1760,trách_nhiệm,0.02040701325047095,0.886406185335497
1403,phím,0.02040701325047095,0.886406185335497
1298,nhầm,0.02040701325047095,0.886406185335497
1406,phút,0.02040701325047095,0.886406185335497
2009,xong,0.02194201152417076,0.8822414669880867
1170,mẹ,0.023518561343986825,0.8781162593692222
2119,điện_tử,0.023518561343986825,0.8781162593692222
1718,tiếp,0.024107596965564946,0.8766114505052122
316,chai,0.027381757391337008,0.8685706446555542
320,check,0.027381757391337008,0.8685706446555542
753,hình_ảnh,0.02747181792811789,0.8683566506427757
336,chu_đáo,0.029796679338403645,0.8629523730969659
2124,đt,0.03270287603376762,0.8564936634583069
296,bự,0.038093426821872674,0.8452556566040672
344,chuột,0.038093426821872674,0.8452556566040672
1063,minh_hoạ,0.038093426821872674,0.8452556566040672
1872,tẹo,0.038093426821872674,0.8452556566040672
925,kết_nối,0.038093426821872674,0.8452556566040672
926,kết_quả,0.038093426821872674,0.8452556566040672
1483,rát,0.038093426821872674,0.8452556566040672
589,fan,0.038093426821872674,0.8452556566040672
932,kỹ_lưỡng,0.038093426821872674,0.8452556566040672
1693,thời,0.038093426821872674,0.8452556566040672
1237,người_lớn,0.038093426821872674,0.8452556566040672
943,lg,0.038093426821872674,0.8452556566040672
1587,sản_xuất,0.038093426821872674,0.8452556566040672
1494,rơi,0.038093426821872674,0.8452556566040672
2010,xoá,0.038093426821872674,0.8452556566040672
1258,nhanh_nhẹn,0.038093426821872674,0.8452556566040672
1991,vừa_phải,0.038093426821872674,0.8452556566040672
1265,nhiễu,0.038093426821872674,0.8452556566040672
2005,xinh,0.038093426821872674,0.8452556566040672
1466,ra_mắt,0.038093426821872674,0.8452556566040672
1999,x3,0.038093426821872674,0.8452556566040672
790,hệ,0.038093426821872674,0.8452556566040672
656,gãy,0.038093426821872674,0.8452556566040672
1287,nhó,0.038093426821872674,0.8452556566040672
1286,nhíp,0.038093426821872674,0.8452556566040672
883,khựa,0.038093426821872674,0.8452556566040672
2147,đóm,0.038093426821872674,0.8452556566040672
653,gánh,0.038093426821872674,0.8452556566040672
1603,sử,0.038093426821872674,0.8452556566040672
1078,mng,0.038093426821872674,0.8452556566040672
1601,sụt,0.038093426821872674,0.8452556566040672
400,chọc,0.038093426821872674,0.8452556566040672
1472,review,0.038093426821872674,0.8452556566040672
404,chốt,0.038093426821872674,0.8452556566040672
912,kêu,0.038093426821872674,0.8452556566040672
616,gian,0.038093426821872674,0.8452556566040672
646,gmail,0.038093426821872674,0.8452556566040672
1980,vọng,0.038093426821872674,0.8452556566040672
571,dẻo,0.038093426821872674,0.8452556566040672
1031,lỡ,0.038093426821872674,0.8452556566040672
989,lót,0.038093426821872674,0.8452556566040672
255,bảng,0.038093426821872674,0.8452556566040672
306,cao_cấp,0.038093426821872674,0.8452556566040672
1666,thích_hợp,0.038093426821872674,0.8452556566040672
503,cố_gắng,0.038093426821872674,0.8452556566040672
997,lưu,0.038093426821872674,0.8452556566040672
1536,shops,0.038093426821872674,0.8452556566040672
2078,áp_dụng,0.038093426821872674,0.8452556566040672
454,có_giá,0.038093426821872674,0.8452556566040672
999,lương,0.038093426821872674,0.8452556566040672
1921,v50,0.038093426821872674,0.8452556566040672
268,bận,0.038093426821872674,0.8452556566040672
276,bến,0.038093426821872674,0.8452556566040672
1561,suốt,0.038093426821872674,0.8452556566040672
1024,lộ,0.038093426821872674,0.8452556566040672
1649,thua,0.038093426821872674,0.8452556566040672
466,cùi,0.038093426821872674,0.8452556566040672
