,text,_score,_pvalue
659,góc,0.00021969055016790766,0.9881742185611907
1951,vàng,0.00021969055016790766,0.9881742185611907
1161,mấy,0.0004393811003358153,0.9832764318228632
2179,đắt,0.0008076907301713498,0.9773272525073897
1842,tư_vấn,0.0014586666386602123,0.9695342050266165
1975,vết,0.002078129422465498,0.9636398255771493
1722,tiền,0.0022576372643456073,0.962103093931634
1166,mắt,0.002816466479257175,0.9576758221661799
1886,tốt_đẹp,0.002816466479257175,0.9576758221661799
285,bỏ_qua,0.002816466479257175,0.9576758221661799
1481,rác,0.002816466479257175,0.9576758221661799
391,chẳng,0.002816466479257175,0.9576758221661799
1113,máy_ngon,0.002816466479257175,0.9576758221661799
1027,lớn_tuổi,0.002816466479257175,0.9576758221661799
1028,lớp,0.002816466479257175,0.9576758221661799
1389,phàn_nàn,0.002816466479257175,0.9576758221661799
2031,xát,0.002816466479257175,0.9576758221661799
1402,phí,0.002816466479257175,0.9576758221661799
1225,ngoại_trừ,0.002816466479257175,0.9576758221661799
1567,sâu,0.002816466479257175,0.9576758221661799
1565,sách,0.002816466479257175,0.9576758221661799
548,dung_lượng,0.002816466479257175,0.9576758221661799
556,dám,0.002816466479257175,0.9576758221661799
1469,redmi,0.002816466479257175,0.9576758221661799
75,3tr,0.002816466479257175,0.9576758221661799
1575,sơ,0.002816466479257175,0.9576758221661799
352,chân,0.002816466479257175,0.9576758221661799
428,cover,0.002816466479257175,0.9576758221661799
1231,nguyên_vẹn,0.002816466479257175,0.9576758221661799
952,liên_tục,0.002816466479257175,0.9576758221661799
954,liệt,0.002816466479257175,0.9576758221661799
1672,thông_tin,0.002816466479257175,0.9576758221661799
1805,tuyệt,0.0037019458946369477,0.9514837522229511
2030,xám,0.00563293295851435,0.9401726480819654
1470,rep,0.00563293295851435,0.9401726480819654
1504,sai,0.00563293295851435,0.9401726480819654
1285,nhìu,0.00563293295851435,0.9401726480819654
146,95,0.00563293295851435,0.9401726480819654
270,bật,0.00563293295851435,0.9401726480819654
509,cộng,0.00563293295851435,0.9401726480819654
804,hồng,0.00563293295851435,0.9401726480819654
2205,đồ,0.00563293295851435,0.9401726480819654
489,cấn,0.00563293295851435,0.9401726480819654
2079,áp_suất,0.006969774411634871,0.9334657650329845
1852,tương_đối,0.006969774411634871,0.9334657650329845
809,hời,0.006969774411634871,0.9334657650329845
1839,túi_tiền,0.006969774411634871,0.9334657650329845
1396,phát_đạt,0.006969774411634871,0.9334657650329845
2182,đặt_hàng,0.0077068876263867905,0.9300444753236499
693,hi_vọng,0.00844939943777149,0.9267611125048802
237,bình_thường,0.00844939943777149,0.9267611125048802
188,ban_đầu,0.00844939943777149,0.9267611125048802
229,báo,0.0112658659170287,0.9154706533533744
256,bảo,0.0112658659170287,0.9154706533533744
1800,trừ,0.013939548823269742,0.9060154688626847
1096,màu,0.015230487918427314,0.9017809636037307
558,dây,0.020958830759495208,0.8848911660841907
1339,nút,0.020958830759495208,0.8848911660841907
251,bước_đầu,0.020958830759495208,0.8848911660841907
873,không_thể,0.020958830759495208,0.8848911660841907
192,bao_bọc,0.020958830759495208,0.8848911660841907
1300,nhận_xét,0.020958830759495208,0.8848911660841907
633,giúp,0.020958830759495208,0.8848911660841907
1873,tệ,0.020958830759495208,0.8848911660841907
1260,nhe,0.020958830759495208,0.8848911660841907
948,liên_hệ,0.020958830759495208,0.8848911660841907
859,khoẻ,0.020958830759495208,0.8848911660841907
1139,mô_tả,0.02436353361672718,0.8759634806173262
2041,xước,0.02436353361672718,0.8759634806173262
680,gửi,0.028164664792571813,0.8667222805391099
1582,sạc,0.03125004670292283,0.859683691435528
