,text,_score,_pvalue
295,bữa,0.0001676727028839693,0.9896686016352649
845,keo,0.0001676727028839693,0.9896686016352649
1879,tối,0.0001676727028839693,0.9896686016352649
2157,đăng,0.0001676727028839693,0.9896686016352649
2038,xò,0.0001676727028839693,0.9896686016352649
2143,đêm,0.0001676727028839693,0.9896686016352649
1775,trước_mắt,0.0001676727028839693,0.9896686016352649
274,bắt_mắt,0.0001676727028839693,0.9896686016352649
1811,tuột,0.0001676727028839693,0.9896686016352649
1050,max,0.0001676727028839693,0.9896686016352649
2239,ảo,0.0001676727028839693,0.9896686016352649
1878,tốc_độ,0.0001676727028839693,0.9896686016352649
103,5s,0.0001676727028839693,0.9896686016352649
700,hiện,0.0001676727028839693,0.9896686016352649
130,80,0.0001676727028839693,0.9896686016352649
580,dự_kiến,0.0001676727028839693,0.9896686016352649
1129,méo,0.0001676727028839693,0.9896686016352649
921,kĩ_càng,0.0001676727028839693,0.9896686016352649
1945,vote,0.0001676727028839693,0.9896686016352649
794,học,0.0001676727028839693,0.9896686016352649
1987,vụ,0.0003353454057679386,0.9853896046004065
237,bình_thường,0.0003353454057679386,0.9853896046004065
2149,đóng,0.0003353454057679386,0.9853896046004065
406,chỗ,0.0003353454057679386,0.9853896046004065
1127,mãi,0.0003353454057679386,0.9853896046004065
2009,xong,0.0006706908115358772,0.9793389353945965
1808,tuần,0.0008383635144198465,0.9769008729869906
1098,màu_sắc_đẹp,0.0011737089201878017,0.9726702716551486
1362,ok,0.0016888898155774088,0.9672192800386502
1184,một,0.0017401707542552488,0.9667256139423314
1096,màu,0.0022928267278086636,0.9618091130697358
370,chút,0.0040241448692152635,0.9494192032867407
476,cạnh,0.011143785791673095,0.9159281848569323
1612,tai_nghe,0.012523416360230343,0.9108962970541101
643,giới_thiệu,0.015540797230937934,0.9007905612049826
2171,đầu,0.016631036217303795,0.8973882119119787
1413,phẩm,0.023413206511798106,0.878387435083265
1818,tác,0.023413206511798106,0.878387435083265
2044,xấu,0.023413206511798106,0.878387435083265
368,chúc,0.023909079476861213,0.8771164784232542
968,lun,0.02428858867490653,0.8761528606946185
633,giúp,0.02428858867490653,0.8761528606946185
