,text,_score,_pvalue
2214,độ,4.44899230324347e-06,0.9983170525061541
1718,tiếp,1.779596921297388e-05,0.9966341124997091
1722,tiền,3.559193842594776e-05,0.9952399303659795
370,chút,0.002998264893001744,0.9563325247262916
936,lag,0.0034273718484244832,0.9533155067143783
2179,đắt,0.0034273718484244832,0.9533155067143783
1422,phục_vụ,0.003932909196067092,0.949995116204734
1364,oke,0.005809212327286889,0.9392455120885577
1931,video,0.006283566058002149,0.9368187047618568
1826,tí,0.006283566058002149,0.9368187047618568
1892,tội,0.006283566058002149,0.9368187047618568
814,hợp_lý,0.006434211957922251,0.9360674217055963
951,liên_quân,0.006598226335068447,0.9352594655367092
1987,vụ,0.006598226335068447,0.9352594655367092
1574,săn,0.006598226335068447,0.9352594655367092
1584,sản,0.006598226335068447,0.9352594655367092
2149,đóng,0.006598226335068447,0.9352594655367092
188,ban_đầu,0.006598226335068447,0.9352594655367092
2232,ưng,0.012567132116004298,0.9107415636886185
2081,âm_thanh,0.012567132116004298,0.9107415636886185
2009,xong,0.013196452670136895,0.9085435556972941
2233,ưng_ý,0.013196452670136895,0.9085435556972941
1806,tuyệt_vời,0.015391312288819186,0.9012664008376648
577,dịp,0.022860998650472326,0.8798191015691855
1510,samsung,0.022860998650472326,0.8798191015691855
979,làm_việc,0.022860998650472326,0.8798191015691855
1026,lớn,0.022860998650472326,0.8798191015691855
330,chiều,0.022860998650472326,0.8798191015691855
1783,trầy_xước,0.022860998650472326,0.8798191015691855
2115,điện_thoại,0.025580012093169974,0.8729302878468367
1779,trả_lời,0.026836321573163673,0.8698744585254968
1413,phẩm,0.029575687470424317,0.8634565276225006
181,ap,0.029575687470424317,0.8634565276225006
2044,xấu,0.029575687470424317,0.8634565276225006
2146,đòi_hỏi,0.029575687470424317,0.8634565276225006
218,buôn,0.029575687470424317,0.8634565276225006
1818,tác,0.029575687470424317,0.8634565276225006
11,12,0.029575687470424317,0.8634565276225006
809,hời,0.029575687470424317,0.8634565276225006
1808,tuần,0.04572199730094465,0.8306819481774682
1909,up,0.04780581260844417,0.8269262812868821
1276,nhu_cầu,0.04780581260844417,0.8269262812868821
1306,nhắn_tin,0.04780581260844417,0.8269262812868821
242,bóc,0.07385193753614813,0.7858087705495818
627,giá_thành,0.07385193753614813,0.7858087705495818
149,98,0.07385193753614813,0.7858087705495818
562,dòng,0.07385193753614813,0.7858087705495818
1907,unlock,0.07385193753614813,0.7858087705495818
1629,thanks,0.07385193753614813,0.7858087705495818
2072,ám,0.07385193753614813,0.7858087705495818
523,cực_kì,0.07385193753614813,0.7858087705495818
610,ghép,0.07385193753614813,0.7858087705495818
1870,tắt,0.07385193753614813,0.7858087705495818
346,chán,0.07385193753614813,0.7858087705495818
2222,đợt,0.07964141122035855,0.7777839484066597
320,check,0.07964141122035855,0.7777839484066597
1424,pin,0.08330076751129367,0.7728731657713723
1275,nhu,0.08351648351648351,0.7725873573009231
1328,nv,0.08351648351648351,0.7725873573009231
1329,nyc,0.08351648351648351,0.7725873573009231
1149,mướt_mát,0.08351648351648351,0.7725873573009231
1330,nát,0.08351648351648351,0.7725873573009231
1145,mĩ,0.08351648351648351,0.7725873573009231
1332,nâng_cấp,0.08351648351648351,0.7725873573009231
1144,mún,0.08351648351648351,0.7725873573009231
1141,mù_màu,0.08351648351648351,0.7725873573009231
1140,mù,0.08351648351648351,0.7725873573009231
2103,đat,0.08351648351648351,0.7725873573009231
1137,mót,0.08351648351648351,0.7725873573009231
1335,nênmua,0.08351648351648351,0.7725873573009231
1150,mười,0.08351648351648351,0.7725873573009231
1325,nsx,0.08351648351648351,0.7725873573009231
1153,mạch,0.08351648351648351,0.7725873573009231
1323,nowship,0.08351648351648351,0.7725873573009231
1177,mỏi_mắt,0.08351648351648351,0.7725873573009231
1176,mỏi,0.08351648351648351,0.7725873573009231
1175,mịn,0.08351648351648351,0.7725873573009231
1319,nokia,0.08351648351648351,0.7725873573009231
1174,mềnh,0.08351648351648351,0.7725873573009231
1321,note9,0.08351648351648351,0.7725873573009231
1173,mền,0.08351648351648351,0.7725873573009231
1169,mặt_bằng,0.08351648351648351,0.7725873573009231
1165,mắm_tôm,0.08351648351648351,0.7725873573009231
2099,ăn_đứt,0.08351648351648351,0.7725873573009231
1162,mầu,0.08351648351648351,0.7725873573009231
2091,ô_kê,0.08351648351648351,0.7725873573009231
1160,mất_vậy,0.08351648351648351,0.7725873573009231
2100,đa_ngôn_ngữ,0.08351648351648351,0.7725873573009231
2101,đa_nhiệm,0.08351648351648351,0.7725873573009231
1337,nón,0.08351648351648351,0.7725873573009231
1132,mí,0.08351648351648351,0.7725873573009231
1340,năm_ngoái,0.08351648351648351,0.7725873573009231
1130,mép,0.08351648351648351,0.7725873573009231
1100,mát,0.08351648351648351,0.7725873573009231
1345,nản,0.08351648351648351,0.7725873573009231
1095,mành_mành,0.08351648351648351,0.7725873573009231
1346,nắng,0.08351648351648351,0.7725873573009231
1349,nốt,0.08351648351648351,0.7725873573009231
1091,muợt,0.08351648351648351,0.7725873573009231
2112,điều_hành,0.08351648351648351,0.7725873573009231
1350,nốt_nhạc,0.08351648351648351,0.7725873573009231
1089,muống,0.08351648351648351,0.7725873573009231
1088,mua_bán,0.08351648351648351,0.7725873573009231
1084,mong_manh,0.08351648351648351,0.7725873573009231
1082,mom,0.08351648351648351,0.7725873573009231
2116,điện_thoại_oke,0.08351648351648351,0.7725873573009231
1080,mobilet,0.08351648351648351,0.7725873573009231
1090,muộn,0.08351648351648351,0.7725873573009231
1316,ninja_van,0.08351648351648351,0.7725873573009231
1103,máy_chất,0.08351648351648351,0.7725873573009231
1104,máy_cái,0.08351648351648351,0.7725873573009231
1125,mâý,0.08351648351648351,0.7725873573009231
1124,mây,0.08351648351648351,0.7725873573009231
1123,máy_ảnh,0.08351648351648351,0.7725873573009231
1121,máy_zin,0.08351648351648351,0.7725873573009231
1119,máy_sạc,0.08351648351648351,0.7725873573009231
1118,máy_sài,0.08351648351648351,0.7725873573009231
1344,nạy,0.08351648351648351,0.7725873573009231
1117,máy_rẻ,0.08351648351648351,0.7725873573009231
1108,máy_lag,0.08351648351648351,0.7725873573009231
1342,nơ,0.08351648351648351,0.7725873573009231
1107,máy_khách_hàng,0.08351648351648351,0.7725873573009231
2109,đien,0.08351648351648351,0.7725873573009231
1343,nạ,0.08351648351648351,0.7725873573009231
2111,điền,0.08351648351648351,0.7725873573009231
1112,máy_mạnh,0.08351648351648351,0.7725873573009231
1315,ninja,0.08351648351648351,0.7725873573009231
1179,mốp,0.08351648351648351,0.7725873573009231
1277,nhumg,0.08351648351648351,0.7725873573009231
1255,nhan,0.08351648351648351,0.7725873573009231
1254,nhaaa,0.08351648351648351,0.7725873573009231
1252,nha_ae,0.08351648351648351,0.7725873573009231
1251,nha_,0.08351648351648351,0.7725873573009231
2094,ông_bà,0.08351648351648351,0.7725873573009231
1249,nh,0.08351648351648351,0.7725873573009231
1256,nhanh1,0.08351648351648351,0.7725873573009231
1247,ngọc,0.08351648351648351,0.7725873573009231
1244,ngầu,0.08351648351648351,0.7725873573009231
1243,ngầm,0.08351648351648351,0.7725873573009231
1242,ngả,0.08351648351648351,0.7725873573009231
1241,ngại,0.08351648351648351,0.7725873573009231
1240,ngạc_nhiên,0.08351648351648351,0.7725873573009231
1236,ngơ,0.08351648351648351,0.7725873573009231
1245,ngận,0.08351648351648351,0.7725873573009231
1235,ngáo,0.08351648351648351,0.7725873573009231
1259,nhanh_vậy,0.08351648351648351,0.7725873573009231
1261,nhen,0.08351648351648351,0.7725873573009231
1281,nhã_nhặn,0.08351648351648351,0.7725873573009231
1282,nhãn,0.08351648351648351,0.7725873573009231
1274,nhoe,0.08351648351648351,0.7725873573009231
1273,nhoa,0.08351648351648351,0.7725873573009231
1272,nho,0.08351648351648351,0.7725873573009231
1271,nhiệt_độ,0.08351648351648351,0.7725873573009231
1289,nhô,0.08351648351648351,0.7725873573009231
1283,nhèm,0.08351648351648351,0.7725873573009231
1266,nhiệm,0.08351648351648351,0.7725873573009231
1264,nhiêu,0.08351648351648351,0.7725873573009231
2095,úp,0.08351648351648351,0.7725873573009231
1288,nhóc,0.08351648351648351,0.7725873573009231
1263,nhiu,0.08351648351648351,0.7725873573009231
1262,nhiet,0.08351648351648351,0.7725873573009231
1268,nhiệt_lượng,0.08351648351648351,0.7725873573009231
1297,nhấp_nháy,0.08351648351648351,0.7725873573009231
1234,ngày_nay,0.08351648351648351,0.7725873573009231
1233,ngành,0.08351648351648351,0.7725873573009231
2093,ôkê,0.08351648351648351,0.7725873573009231
