,word,score,pvalue
334,chính,950.3654186417864,1.104868048987416e-208
1017,hãng,938.8062683131304,3.597491209826596e-206
1739,nguyên,923.7051048703694,6.897465138082265e-203
2232,seal,864.205277705663,5.933881156318511e-190
1005,hàng,380.5324815641761,9.528660470170733e-85
2959,vna,139.78325395049427,2.9690078655323317e-32
1589,mã,128.6054405882316,8.273325308760745e-30
1281,kích_hoạt,112.7696867833804,2.4235290182484733e-26
798,giao,99.75033279823516,1.7287157740029375e-23
2392,tem,95.8651149475786,1.2298347460164258e-22
1787,nhanh,83.00987313294591,8.164457880966002e-20
3,active,82.25233966127632,1.1977574964225878e-19
1356,lla,73.62555493004848,9.443413286518314e-18
3291,đúng,52.63233032157976,4.022133122468747e-13
1131,imei,50.54487113295822,1.1647117006502344e-12
172,bảo_hành,46.695548794361905,8.291713280322627e-12
270,check,42.710290165077396,6.347748715615894e-11
1106,hộp,41.519056487632064,1.1672751978524965e-10
312,chuẩn,39.90199494034451,2.670303311157809e-10
3279,đóng_gói,36.84688636948407,1.2777999588382347e-09
2631,trading,36.66298961604813,1.4042021336599154e-09
762,fpt,35.42987935187066,2.6439959049735073e-09
1580,máy,33.998823150999975,5.514541644310966e-09
552,cẩn_thận,27.90747659420093,1.2725708939913036e-07
1690,mỹ,27.531620071983024,1.545470630174148e-07
3045,vờituyệt,24.70703764320786,6.674002410930094e-07
540,cảnh_báo,24.70703764320786,6.674002410930094e-07
728,email,23.251311800873758,1.4215345394780115e-06
37,apple,21.792157122945614,3.038396107817851e-06
1473,lỗi_lầm,19.786557557364816,8.65895169409408e-06
2266,siu,19.416169322301986,1.0511334326653223e-05
716,dự_kiến,18.79579582207868,1.4548747514233415e-05
3021,vận_chuyển,17.54786043263828,2.801658548518788e-05
1032,hôm,17.401045785516466,3.0265940466847803e-05
3237,điện_tử,16.49293484058816,4.883169868196979e-05
783,ghi_âm,16.47135842880524,4.9390596120493124e-05
2239,seri,16.47135842880524,4.9390596120493124e-05
