,word,score,pvalue
3340,đẹp,811.2388760064606,1.9433378045883505e-178
1739,nguyên,293.17379757864717,1.0116430241032123e-65
2232,seal,288.5558316091671,1.0261957200849096e-64
1572,màu,233.53932861347147,1.008089437134462e-52
1580,máy,67.04012493083327,2.660368743016799e-16
1822,nhìn,62.91202035337121,2.1614905856956687e-15
3075,xanh,59.73839121727675,1.0834235230172881e-14
1005,hàng,56.503214786024145,5.610657083599543e-14
1106,hộp,55.37996879054282,9.934366510691998e-14
2706,trắng,37.94578961064359,7.273787479857433e-10
2433,thiết_kế,37.69579495138407,8.268260547880039e-10
2954,viền,30.93096783303229,2.6737121331931846e-08
1657,mỏng,30.14493003732682,4.009339567935948e-08
1567,màn_hình,28.641807938669892,8.708160710399998e-08
3137,xước,28.223711765113347,1.0807247653739235e-07
1673,mới,27.229901864766227,1.8064316234249276e-07
1021,hình,25.767447501971933,3.851296037871285e-07
3031,vết,24.218088427554694,8.602057904938452e-07
2392,tem,23.61056679622641,1.1793809395315624e-06
3279,đóng_gói,23.426342145360472,1.2978904846401556e-06
1437,lưọng,22.88395061728395,1.7208271912840971e-06
1453,lắm,22.20784970292392,2.44671427303922e-06
1923,nói_chung,22.207329121452716,2.4473777583234464e-06
1623,mượt,21.647779746899324,3.2758897426163627e-06
3038,vỏ,21.11536557694665,4.324466388980805e-06
2649,trong,21.01122055704445,4.566014429980383e-06
1637,mẫu_mã,20.620645222021523,5.5989077968239155e-06
3120,xám,20.620645222021523,5.5989077968239155e-06
407,chờ,20.262474974501266,6.7511805575438175e-06
1573,màu_sắc,20.233290212134985,6.854959404735622e-06
2704,trầy_xước,20.233290212134985,6.854959404735622e-06
1647,mẹ,20.09403443149667,7.372628242551298e-06
2873,tốt_đẹp,20.023456790123458,7.649800018078122e-06
1732,ngoại_hình,20.023456790123458,7.649800018078122e-06
3220,đen,19.320063509429822,1.1053871398120593e-05
542,cấn,18.60235499170265,1.6102151224436025e-05
380,chắc_chắn,18.585431585916233,1.6245733716485437e-05
798,giao,18.50156286632849,1.69765034075596e-05
1659,mỏng_manh,17.162962962962965,3.4306022191833616e-05
843,giống,16.705829284252445,4.364667945820795e-05
1255,kiểm_tra,16.61536096591485,4.5778746879930116e-05
2782,tím,15.303718922670335,9.153612702589038e-05
3236,điện_thoại,15.008097386151716,0.00010705085312285044
920,hang,14.537057632560849,0.00013742946426800325
2333,sản_phẩm,14.451579202403167,0.00014380922714522665
1787,nhanh,14.379306905292166,0.00014943550906154035
175,bảo_vệ,14.30246913580247,0.0001556605663101135
3260,đáng_kể,14.30246913580247,0.0001556605663101135
1859,nhẹ,14.143807543924153,0.00016935362549745867
3437,ổn,14.130611637922451,0.0001705457243895762
552,cẩn_thận,13.621350208159557,0.00022362779881213274
1642,mặt,13.15065786786163,0.00028741831281790787
898,gọn,13.087167081796157,0.00029732566356272867
29,android,12.714879984064275,0.00036275757065967024
3047,vỡ,12.714879984064275,0.00036275757065967024
3143,xấu,12.62455662460698,0.00038071216997262594
2557,thực_tế,12.565264983794693,0.00039298301822293777
1783,nha,12.483930470536716,0.0004104676496597732
2979,vuốt,11.441975308641975,0.0007180341902474002
117,buộc,11.441975308641975,0.0007180341902474002
1992,os,11.441975308641975,0.0007180341902474002
1369,long_lanh,11.441975308641975,0.0007180341902474002
2478,thích,11.283728486234926,0.0007818936594663581
546,cầm,11.167564961533458,0.0008323980715802071
766,full,11.167564961533458,0.0008323980715802071
2222,sang,11.16466389062059,0.0008337007177880702
3021,vận_chuyển,10.89075432791445,0.0009664546137581122
1356,lla,10.67561828515602,0.0010855689747180095
3233,điểm,10.67561828515602,0.0010855689747180095
876,góc,10.388753727592265,0.0012678517042957586
799,giao_diện,10.388753727592265,0.0012678517042957586
654,dán,10.370747614252148,0.0012802769262330762
2379,tay,10.323765056695574,0.0013132810454609732
2612,to,10.319025823749367,0.001316657698941383
1133,in,10.310322611010761,0.0013228815512534812
162,bước_đầu,10.310322611010761,0.0013228815512534812
2603,tiện,10.131237487250633,0.0014577750443591864
1880,nilon,10.131050741433421,0.0014579227447724425
1109,hời,10.131050741433421,0.0014579227447724425
60,bao_bì,10.047017215748335,0.0015259481576063475
1876,nhựa,9.98849355097677,0.0015752141774318723
236,cam,9.720186397374215,0.0018225503147881092
2193,rẻ,9.649503154468201,0.0018940280642596814
2733,trừ,9.59878188715343,0.001947064896660059
2619,tot,9.08933966335779,0.002571036843950159
1447,lấy,9.075628606595377,0.0025903851687116702
879,gói,9.075628606595377,0.0025903851687116702
1848,nhận,9.03966334495097,0.002641842841792709
3398,đỡ,8.66690554182211,0.003240409772681555
3338,đặt,8.654326513750817,0.003262856591147277
282,chip,8.600873431890552,0.0033600182068900778
1025,hình_thức,8.600873431890552,0.0033600182068900778
767,fullbox,8.600873431890552,0.0033600182068900778
2119,quê,8.581481481481482,0.0033959895702085374
568,cổng,8.581481481481482,0.0033959895702085374
2576,tinh_tế,8.581481481481482,0.0033959895702085374
907,gỡ,8.581481481481482,0.0033959895702085374
2307,sáng_mai,8.581481481481482,0.0033959895702085374
93,blue,8.581481481481482,0.0033959895702085374
110,bung,8.581481481481482,0.0033959895702085374
866,grey,8.581481481481482,0.0033959895702085374
3397,đời_mới,8.581481481481482,0.0033959895702085374
3032,về,8.476545053911508,0.003597546993079698
367,chất,8.470586699489017,0.0036093499833120732
150,bóc,8.470586699489017,0.0036093499833120732
1916,nét,8.470586699489017,0.0036093499833120732
141,bên,8.38602390647577,0.0037811714431368495
2745,tuy_nhiên,8.301840306124518,0.00396049257481613
1728,ngoài,8.278583712360145,0.004011540704320411
347,chút,8.270065197583918,0.004030405902397552
1259,kiện,8.270065197583918,0.004030405902397552
512,cũ,8.164714445047748,0.004271319822773919
857,gold,8.159785211245433,0.004282944332729613
302,chung,8.159785211245433,0.004282944332729613
592,da,8.04056970220112,0.004574114903754689
2221,san,8.04056970220112,0.004574114903754689
591,cực_kỳ,7.928046339941371,0.004867432412860732
697,dễ,7.742823792521679,0.005392640787907713
949,hiện_nay,7.623498244324026,0.0057612623814575405
547,cầm_chắc,7.623498244324026,0.0057612623814575405
2035,phù,7.623498244324026,0.0057612623814575405
900,gọn_nhẹ,7.623498244324026,0.0057612623814575405
195,bẹp,7.623498244324026,0.0057612623814575405
151,bóc_tem,7.623498244324026,0.0057612623814575405
2277,so_sánh,7.623498244324026,0.0057612623814575405
276,chi_tiết,7.623498244324026,0.0057612623814575405
1528,miễn,7.623498244324026,0.0057612623814575405
397,chịu,7.623498244324026,0.0057612623814575405
2131,quần,7.623498244324026,0.0057612623814575405
2952,vivo,7.623498244324026,0.0057612623814575405
2755,tuột,7.623498244324026,0.0057612623814575405
3421,ấy,7.558672232460178,0.005972197664717274
701,dễ_thương,7.558672232460178,0.005972197664717274
1281,kích_hoạt,7.517929218608489,0.006108786493939407
589,cực,7.2274961507375295,0.007179527269537515
2083,pro,7.071903771962076,0.00783020123902858
1131,imei,7.071903771962076,0.00783020123902858
59,bao,7.058328417973431,0.007889758159067435
3291,đúng,6.96810315803158,0.008297540789725496
3299,đơ,6.769634935328121,0.009272179950260683
1921,nó,6.716086036287124,0.009554708701686418
2338,sắc,6.575328933930815,0.010340189215700986
122,bàn,6.474927010078957,0.010940680683267543
469,cài,6.359672756917471,0.01167430732251568
1208,khó,6.359672756917471,0.01167430732251568
270,check,6.289615060525722,0.01214474250563373
3062,web,6.145757281316915,0.013172774471122823
638,dung,6.111198529663264,0.013432800802711897
978,hoàn_toàn,6.057121757061335,0.013850323964900527
1868,nhớ,6.057121757061335,0.013850323964900527
2365,sử_dụng,5.936780831276231,0.014828077854973401
2304,sách,5.880100953588702,0.015312943693119986
1056,hướng_dẫn,5.880100953588702,0.015312943693119986
2063,phụ_kiện,5.8768557775577515,0.015341193831091258
1838,nhạy,5.796097406570721,0.01606178621183485
2631,trading,5.740395480000214,0.016579059136591197
3341,đẹp_mắt,5.720987654320988,0.01676329832968858
1059,hạ,5.720987654320988,0.01676329832968858
1336,life,5.720987654320988,0.01676329832968858
3333,đẳng_cấp,5.720987654320988,0.01676329832968858
1861,nhẹ_tay,5.720987654320988,0.01676329832968858
2495,thư,5.720987654320988,0.01676329832968858
1910,này_nọ,5.720987654320988,0.01676329832968858
2235,selfie,5.720987654320988,0.01676329832968858
2264,sinh_nhật,5.720987654320988,0.01676329832968858
1310,kỳ_vọng,5.720987654320988,0.01676329832968858
861,gorilla,5.720987654320988,0.01676329832968858
280,china,5.720987654320988,0.01676329832968858
49,balo,5.720987654320988,0.01676329832968858
3411,ưu,5.720987654320988,0.01676329832968858
1247,kiên_nhẫn,5.720987654320988,0.01676329832968858
565,cốc,5.720987654320988,0.01676329832968858
865,green,5.720987654320988,0.01676329832968858
2896,từ_điển,5.720987654320988,0.01676329832968858
1970,oasis,5.720987654320988,0.01676329832968858
1008,hàng_mã,5.720987654320988,0.01676329832968858
2768,táo,5.720987654320988,0.01676329832968858
197,bề_ngoài,5.720987654320988,0.01676329832968858
747,fhd,5.720987654320988,0.01676329832968858
792,gia_công,5.720987654320988,0.01676329832968858
1834,nhược,5.720987654320988,0.01676329832968858
1984,onscreen,5.720987654320988,0.01676329832968858
2223,sang_trọng,5.720987654320988,0.01676329832968858
1581,máy_bay,5.720987654320988,0.01676329832968858
2718,trọng_lượng,5.720987654320988,0.01676329832968858
759,focus,5.720987654320988,0.01676329832968858
1361,lo_sợ,5.720987654320988,0.01676329832968858
2203,rỗ,5.720987654320988,0.01676329832968858
1574,mày,5.720987654320988,0.01676329832968858
734,exynos,5.720987654320988,0.01676329832968858
1617,mơi,5.720987654320988,0.01676329832968858
